video_id,video_title,segment_title,start_at,end_at,segment_content,view_count,like_count,comment_count,video_duration_seconds,video_duration,likes_per_1000_views,comments_per_1000_views,published_at,publication_date,segment_id,tone,feedback_type,topic_category,is_teaching,language_level,confidence,keywords
_fJvlH2T5fU,"Umgangssprache: 9 wichtige Ausdrücke (Deutsch B2, C1)",etwas nicht auf sich sitzen lassen.,552,,Kollegen kritisiert das werde ich nicht auf mir sitzen lassen die Redewendung etwas nicht auf sich sitzen lassen bedeutet dass man eine Anschuldigung Kritik oder eine Beleidigung nicht einfach akzeptiert sondern sich dagegen werrt hier im Beispiel bedeutet es dass ich die Kritik nicht einfach so akzeptiere ich plane darauf zu reagieren und mit meinem Chef darüber zu sprechen oder mein Bruder behauptet er sei der bessere Tischtennisspieler das lass ich nicht auf mir sitzen morgen gibt's ein Duell hier geht's auch darum dass man diese Behauptung des brders nicht einfach akzeptiert man will beweisen dass die Behauptung nicht stimmt mehr über umgangssprachliche Ausdrücke im deutschen erfahrt ihr in meiner Playlist die ich euch hier verlinke und schreibt mir doch gerne in die Kommentare über welche umgangssprachlichen Ausdrücke ihr als nächstes ein Video sehen möchtet danke und bis nächste Woche,32085,2301,96,620,0:10:20,71.72,2.99,2025-03-02 11:00:45+00:00,2025-03-02,fad5b547,conversational,explanation,expressions,True,B2,high,"[""Redewendung"", ""umgangssprachlich"", ""Kritik"", ""behaupten""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Intro,0,30.0,lasst uns über E-Mails sprechen ich habe 10 Jahre lang in einem Bürojob gearbeitet und daher viele viele geschäftliche E-Mails geschrieben und bekommen und mittlerweile erhalte ich täglich E-Mails von euch meinen Zuschauern und Zuschauerinnen dabei fallen mir immer wieder dieselben Fehler auf ich zeige euch heute wie ihr diese Fehler vermeiden könnt und worauf Ihr achten solltet wenn ihr formelle oder berufliche E-Mails auf Deutsch schreibt viel Spaß,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,eaec2b89,didactic,instruction,common_mistakes,True,B2,high,"[""E-Mails"", ""Fehler"", ""formelle"", ""berufliche"", ""Deutsch""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Wie strukturiert man eine formelle E-Mail?,30,62.0,ich habe euch neulich auch bei Instagram gefragt welche Fragen ihr zum Thema E-Mails habt und die werde ich auch in diesem Video beantworten die erste Frage ist wie strukturiert man eine formelle E-Mail eine E-Mail besteht normalerweise aus den folgenden Teilen die wir uns gleich genauer anschauen werden Betreff Begrüßungsformel und Anrede Einleitungssatz Hauptteil Schlusssatz Abschiedsformel und euer Name der Betreff soll dem Empfänger oder,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,1d26c58d,didactic,instruction,writing_style,True,B2,high,"[""formelle E-Mail"", ""Struktur"", ""Betreff"", ""Begr\u00fc\u00dfungsformel"", ""Anrede"", ""Einleitungssatz"", ""Hauptteil"", ""Schlusssatz"", ""Abschiedsformel""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Betreffzeile,62,100.0,der Empfängerin auf einen Blick verraten um welches Thema es in der E-Mail geht ein häufiger Fehler ist hier den betriff leer zu lassen oder einen unklaren Betreff zu verwenden schlechte Betreffzeilen sind z.B hallo Meeting kurze Frage oder ich habe ein problem schreibt stattdessen unser Meeting am Juni Frage zum Arbeitsvertrag oder auch Problem beim einloggen ins Firmennetzwerk der Betreff sollte kurz aber eindeutig sein machen wir weiter mit der,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,4dfa5410,didactic,style_suggestion,writing_style,True,B2,high,"[""Betreffzeile"", ""E-Mail"", ""Fehler"", ""klar"", ""kurz""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Wie steigt man höflich in eine E-Mail ein?,100,123.0,Begrüßungsformel und der Anrede auch dazu habe ich einige Fragen bekommen wie steigt man höflich in eine E-Mail ein wen begrüßt man mit hallo und wen mit guten Tag h es ist ganz schwierig hier feste Regeln zu formulieren die immer gelten ich gehe einfach mal ein paar Begrüßungsformel durch die,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,425f7d6f,didactic,instruction,writing_style,True,B2,high,"[""Begr\u00fc\u00dfungsformel"", ""Anrede"", ""E-Mail"", ""h\u00f6flich"", ""Regeln""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)","Sehr geehrte/r, Guten Tag, Hallo, Liebe/r, Hey …",123,290.0,Begrüßungsformel sehr geehrter Herr Scholz oder sehr geehrte Frau lange kennt ihr bestimmt wenn ihr sehr geehrte schreibt müsst ihr den Nachnamen der Person verwenden und sie sizen ich persönlich verwende diese Begrüßungsformel fast nie einfach weil sie recht langweilig wirkt und meistens viel zu formell ist wenn ihr in einem sehr formell Beruf arbeitet dann kann diese anredeformel passen aber ansonsten würde ich eine andere Formel wählen z. be guten Tag Herr Scholz guten Tag Frau Lange das ist nicht so formell aber freundlich und neutral diese anredeformel funktioniert in fast allen Situationen gut danach wird auch gesizt eine weitere Möglichkeit ist hallo Frau Lange hallo Herr Scholz hallo Marie hallo ist noch weniger formell als guten Tag aber auch noch recht neutral das kann man z.B in einer E-Mail an eine Kollegin gut schreiben ich schreibe das z.B auch wenn ich an den Kundenservice eines Onlineshops schreibe oder so also wenn ich die Kundin bin dann haben wir noch liebe Frau Lange lieber Herr Schmidt liebe Marie liebe Kolleginnen und Kollegen Liebe und lieber das ist eine interessante anredeformel sie ist eigentlich recht informell man verwendet sie um Freundinnen und Freunde anzusprechen sie kann aber auch in beruflichen Situationen passen z.B wenn man eine E-Mail an einen guten Kollegen schreibt oder auch an eine externe Person mit der man schon länger guten Kontakt hat ich schreibe z.B meine Steuerberaterin mit liebe Frau XY an obwohl wir uns noch nie persönlich getroffen haben wir sizen uns und sprechen uns mit Nachnamen an die Anrede Liebe oder lieber bedeutet also nicht automatisch dass man sich duzt wenn ihr euch nicht sicher seid empfehle ich euch aber nicht Liebe oder lieber zu schreiben und bei neutraleren anredeformeln wie guten Tag oder hallo zu bleiben weitere anredeformeln wie hey hi oder grüß üstig sind sehr informell die solltet ihr nur verwenden wenn ihr den Empfänger der E-Mail gut kennt wenn ihr euch duzt und wenn ihr euch wirklich sicher seid dass die Anrede passt ihr könnt auch einfach schauen welche Anrede die Person in Ihrer Mail an euch wählt diese Anrede könnt ihr dann einfach übernehmen ich bekomme regelmäßig,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,113362ed,didactic,instruction,writing_style,True,B2,high,"[""Begr\u00fc\u00dfungsformel"", ""formell"", ""informell"", ""E-Mail"", ""Anrede""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Häufiger Fehler: Hallo + Frau/Herr + Vorname,290,347.0,E-Mails in denen ich so angesprochen werde hallo Frau Rike Rike ist mein Vorname ich weiß dass es in einigen Sprachen üblich ist Menschen mit herfraau plus Vorname anzusprechen aber im Dechen funktioniert das leider nicht das klingt wirklich extrem merkwürdig und fällt sofort als großer Fehler auf wie ist es besser wenn ihr die Person duzt schreibt ihr hallo plus Vorname das passt bei formellen Emails aber normalerweise nicht weil man darin si wenn ihr sizt müsst ihr hallo plus Frau her plus Nachname schreiben also hallo Frau Meer oder hallo Annika aber niemals hallo Frau Annika oder hallo Meer ein weiterer Fehler den auch,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,5016fe2f,didactic,style_suggestion,writing_style,True,B2,high,"[""E-Mails"", ""Anrede"", ""Vorname"", ""Nachname"", ""Fehler""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Kommaregel,347,398.0,deutsche Muttersprachler und MuttersprachlerInnen häufig machen betrifft die Zeichensetzung im deutschen steht nach der Begrüßungsformel und dem Namen immer ein Komma sehr geehrte Frau Müller Komma vielen Dank für Ihre Nachricht z.B nach dem Komma schreibt man immer klein weiter ausnahmen sind Wörter die immer groß geschrieben werden wie Substantive oder die Anrede Sie also z.B sehr geehrte Frau Müller Komma Herr Meer hat mir erzählt dass sie morgen ins Büro kommen her ist einst und wird deshalb groß geschrieben das hört sich vielleicht für eine Kleinigkeit an aber es lohnt sich wirklich darauf zu achten für Mitglieder von Deutsch,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,49bce2dd,didactic,explanation,common_mistakes,True,B2,high,"[""Komma"", ""Zeichensetzung"", ""Gro\u00dfschreibung"", ""Begr\u00fc\u00dfungsformel""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Extras für Mitglieder,398,444.0,mitriike habe ich mir diese Woche etwas Besonderes überlegt ihr findet im Mitgliederbereich wie immer ein Quiz und eine Übung zu diesem Video und natürlich das Skript und die Audiodatei außerdem könnt ihr mir gerne eine E-Mail zu einem freigewählten Thema schicken ich werde dann bald ein Video nur für Mitglieder aufnehmen indem ich einige oder alle E-Mails von euch korrigiere das hängt davon ab wie viele ihr mir schickt mehr Informationen und die E-Mailadresse an die ihr eure E-Mails schicken könnt findet ihr im Mitgliederbereich im Beitrag zu diesem Video und wenn du auch Mitglied bei Deutsch mitriike werden möchtest dann klick einfach hier oben oder auf den Link in der Videobeschreibung für weitere Informationen lasst uns als nächstes den,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,f55441ab,conversational,instruction,writing_style,True,B2,high,"[""Mitgliederbereich"", ""E-Mail"", ""Video"", ""Quiz"", ""\u00dcbung""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Einleitungssatz,444,524.0,Einleitungssatz anschauen wenn ihr mit der Empfängerin der E-Mail schon einmal Kontakt hattet könnt ihr einen freundlichen Einleitungssatz dieser Art formulieren vielen Dank für Ihre E-Mail ich danke Ihnen sehr für Ihre E-Mail oder vielen Dank für Ihre Anfrage die ich Ihnen gern beantworte oder vielen Dank für das freundliche Telefonat gestern oder ich habe mich sehr gefreut sie letzte Woche kennenzulernen wenn ihr bisher keinen Kontakt mit dem Empfänger hat hängt es sehr stark vom Thema eurer E-Mail ab wie ihr den Einleitungssatz gestaltet ihr könnt euch kurz vorstellen oder aber auch direkt das Thema eurer E-Mail nennen z.B mein Name ist XY ich habe von meiner Kollegin Frau Rose die Bearbeitung Ihres Anliegens übernommen oder ich wende mich wegen meiner Bestellung mit der Bestellnummer 1234 an Sie das Paket wurde vor 5 Tagen verschickt ist aberid noch nicht bei mir angekommen das wichtigste an der Einleitung ist dass sie kurz ist macht am Anfang eurer E-Mail direkt deutlich was das Thema ist beginnt nicht mit irgendwelchen unnötigen Details ich habe hierzu noch eine Frage,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,6e2f4390,didactic,instruction,writing_style,True,B2,high,"[""Einleitungssatz"", ""E-Mail"", ""Kontakt"", ""Thema"", ""Vorstellung""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)","Wie kommt man zum Thema, ohne „hiermit“ zu schreiben?",524,604.0,bei Instagram bekommen nämlich wie kommt man zum Thema ohne hiermit zu sagen h ehrlich gesagt gibt es nur sehr wenige Situationen in denen ich am Anfang einer E-Mail hiermit schreiben würde eine ist die Kündigung eines Vertrags sehr geehrte Damen und Herren hiermit kündige ich meinen Vertrag Vertragsnummer 1234 fristgerecht zum 31.12.2025 das ist die typische Formulierung in diesem Fall in anderen Situationen sind andere Formulierungen schöner z.B ganz einfach ich schreibe Ihnen weil oder ich wende mich wegen Thema XY an Sie oder könnten Sie mir mit Thema XY weiterhelfen oder ich habe eine frage zu Thema XY häufig funktioniert auch die Formulierung ich würde gerne sehr gut z.B ich würde gerne wissen ob wann wie oder ich würde gerne einen Termin für unser nächstes Meeting vereinbaren oder ich würde Ihnen gern einen Vorschlag für unser nächstes Projekt,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,96b5cdaa,didactic,style_suggestion,writing_style,True,B2,high,"[""E-Mail"", ""Formulierung"", ""hiermit"", ""schreiben"", ""Vertrag""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Hauptteil,604,624.0,machen im Hauptteil der E-Mail ist dann Platz für mehr Details auch hier gilt aber formuliert so kurz es geht wenn eure E-Mails zu lang sind werden sie im schlimmsten Fall nicht mehr genau gelesen oder auch gar nicht gelesen formuliert kurz aber freundlich wir,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,dea9e48a,cautionary,instruction,writing_style,True,B2,high,"[""E-Mail"", ""Details"", ""kurz"", ""freundlich"", ""lesen""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",freundlich mit dem Konjunktiv,624,700.0,haben uns ja gerade schon ein paar beispielformulierungen angeschaut und vielleicht ist euch auch aufgefallen dass dort einige Formulierungen mit dem Konjunktiv dabei waren könnten Sie bitte ich würde gerne wäre es möglich diese Formulierungen machen eine E-Mail freundlich schreibt nicht ich will weitere Informationen haben das klingt unfreundlich schreibt stattdessen ich würde mich sehr über weitere Informationen freuen oder bitte schicken Sie mir weitere Informationen schreibt nicht schicken sie mir die Dokumente sondern könnten Sie mir bitte die Dokumente zuschicken oder noch sanfter wäre es ihnen möglich mir die Dokumente zu schicken möglich ist natürlich auch bitte schicken Sie mir die Dokumente vermeidet auch Formulierungen mit ich möchte das also schreibt nicht ich möchte dass sie die Grafiken für unser Projekt bis morgen fertigstellen sondern es wäre optimal wenn Sie die Grafik bis morgen fertig stellen könnten oder könnten sie die Grafiken bis morgen fertigstellen oder auch wäre es möglich dass sie die Grafiken bis morgen fertig stellen nächste Frage welche,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,771296f6,didactic,style_suggestion,writing_style,True,B2,high,"[""Konjunktiv"", ""freundlich"", ""E-Mail"", ""Formulierungen"", ""Informationen""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Wie vereinbart man einen Termin?,700,840.0,Formulierungen kann ich nutzen um einen beruflichen Termin zu vereinbaren und zu verschieben wenn ihr einen Termin mit einem Kollegen oder einer externen Person vereinbaren möchtet könnt ihr z.B schreiben hast du haben Sie Zeit dieses Thema am Montag persönlich zu besprechen oder ich schlage vor dass wir uns dazu in einem Meeting austauschen passt es ihnen nächste Woche Donnerstag oder wä es Ihnen möglich nächsten Montag zu uns ins Büro zu kommen um das persönlich zu besprechen und noch eine informellere Variante wollen wir uns einfach kurz treffen um persönlich darüber zu sprechen vielleicht morgen um 15 Uhr wenn ihr einen Terminvorschlag bekommen habt könnt ihr ihn so bestätigen vielen Dank für ihren Terminvorschlag gerne komme ich am 5 juni um 12 Uhr zu Ihnen oder ihr Terminvorschlag passt mir gut wir sehen uns also am 5 juni um 12 Uhr oder gerne bestätige ich Ihnen den Termin am 5 juni achtet darauf das Datum korrekt zu schreiben im deutschen steht der Tag immer vor dem Monat und die ordinalzah werden immer mit Punkten getrennt also 5 pun juni 2025 oder 5.6.2025 hier sind noch Formulierungen mit denen ihr einen Termin verschieben könnt ich muss unseren Termin am 5 juni leider verschieben ging es bei Ihnen vielleicht auch eine Woche später um dieselbe Zeit oder ich muss unseren Termin leider absagen können wir einen neuen Termin vereinbaren vielleicht am 18 juni oder bitte entschuldigen Sie aber ich muss unseren Termin am 5 juni leider absagen mir ist ein wichtiger privater Termin dazwischen gekommen oder könnten wir unseren Termin vielleicht auf den 10 Juni verlegen und noch eine informelle Variante die man z.B einer Kollegin schreiben könnte am Montag klappt es bei mir leider doch nicht kannst du auch am Dienstag,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,1295b8d9,didactic,instruction,expressions,True,B2,high,"[""Terminvereinbarung"", ""Formulierungen"", ""beruflicher Termin"", ""verschieben"", ""best\u00e4tigen""]"
lCtEbDuCWxE,"So schreibst du bessere E-Mails (Deutsch B2, C1, C2)",Wie geht  man auf das Anhängen eines Dokuments ein?,840,869.0,nächste Frage wie geht man auf das Anhängen eines Dokuments ein so z.bi in der Anlage sende ich Ihnen die gewünschten Materialien oder wie besprochen finden Sie im Anhang die Grafiken für unser aktuelles Projekt oder in der Anlage finden Sie XY lassen Sie mich gern wissen ob Sie weitere Informationen benötigen,40298,1638,100,1287,0:21:27,40.65,2.48,2025-02-23 11:01:03+00:00,2025-02-23,0bec0652,formal,example,writing_style,True,B2,high,"[""Anlage"", ""Anhang"", ""Dokument"", ""formelle E-Mail""]"
